code,product_name,brands,categories,nutriscore_grade,nova_group,ingredients_text,color
7789046659,Basmati rice,,"plant-based foods and beverages, plant-based foods, cereals and potatoes, seeds, cereals and their products, cereal grains, rices",b,1,Basmati rice.,green
7789046680,"Chickpea penne, chickpea",,"plant-based foods and beverages, plant-based foods, cereals and potatoes, cereals and their products, pastas",a,1,Organic chickpea flour.,green
7789046681,Chickpea shells,,"plant-based foods and beverages, plant-based foods, cereals and potatoes, cereals and their products, pastas",a,1,Organic chickpea flour.,green
7789046682,Chickpea rotini,,"plant-based foods and beverages, plant-based foods, cereals and potatoes, cereals and their products, pastas",a,1,Organic chickpea flour.,green
7789046683,Organic red lentil spaghetti,,"plant-based foods and beverages, plant-based foods, cereals and potatoes, cereals and their products, pastas",a,1,Organic red lentil flour.,green
7789046685,Black bean penne,,"plant-based foods and beverages, plant-based foods, cereals and potatoes, cereals and their products, pastas",a,1,Organic black bean flour.,green
7789046687,Green pea fusilli,,"plant-based foods and beverages, plant-based foods, cereals and potatoes, cereals and their products, pastas",a,1,Organic green pea flour.,green
7789046703,"White jasmine rice, white",,"plant-based foods and beverages, plant-based foods, cereals and potatoes, seeds, cereals and their products, cereal grains, rices",b,1,Organic jasmine rice.,green
7789046707,"Arborio rice, arborio",,"plant-based foods and beverages, plant-based foods, cereals and potatoes, seeds, cereals and their products, cereal grains, rices",b,1,Organic arborio rice.,green
7789046710,Long grain brown rice,,"plant-based foods and beverages, plant-based foods, cereals and potatoes, seeds, cereals and their products, cereal grains, rices",b,1,Organic brown rice.,green
7789046754,Red quinoa a delicate whole grain with a nutty flavor,,frozen foods,a,1,Cooked organic red quinoa.,green
7789047825,Just picked and quickly frozen edamame whole pod,,"plant-based foods and beverages, plant-based foods, fruits and vegetables based foods, frozen foods, vegetables based foods, frozen plant-based foods, frozen vegetables",a,1,Organic edamame.,green
7789047826,Diced butternut squash,,"plant-based foods and beverages, plant-based foods, fruits and vegetables based foods, frozen foods, vegetables based foods, frozen plant-based foods, frozen vegetables",a,1,Organic butternut squash.,green
7789048016,Ground chicken,,"meats and their products, meats, poultries",a,1,"Ground chicken, vinegar, rosemary extract.",green
7789048607,"Celery, Cucumber & Lemon 100% Juice, Celery, Cucumber & Lemon",,"beverages and beverages preparations, plant-based foods and beverages, beverages, plant-based beverages",b,1,"Organic Celery Juice, Organic Cucumber Juice, Organic Lemon Juice.",green
7789048680,"100% Lime Juice, Lime",Wegmans,"beverages and beverages preparations, plant-based foods and beverages, beverages, plant-based beverages",b,1,Unpasteurized Lime Juice.,green
7789048764,Large Raw Shrimp,Wegmans,"seafood, frozen foods, frozen seafood",a,1,"Shrimp (Litopenaeus Vannamei), Water.",green
7789050177,Enriched long grain white rice,,"plant-based foods and beverages, plant-based foods, cereals and potatoes, seeds, cereals and their products, cereal grains, rices",b,1,"Enriched long grain rice (rice, niacin, iron [ferric orthophosphate], thiamin [thiaminmononitrate], folic acid).",green
7789050223,Sliced Peppers & Onions,Wegmans,"plant-based foods and beverages, plant-based foods, fruits and vegetables based foods",a,1,"Red Peppers, Green Peppers, Onions.",green
7789050243,"Squash, Peppers, Mushrooms & Onions Veggie Kabobs, Squash, Peppers, Mushrooms & Onions",Wegmans,"plant-based foods and beverages, plant-based foods, fruits and vegetables based foods",a,1,"Summer Squash, Bell Peppers, Mushrooms, Onions.",green
7789052709,Clover & radish zesty sprouts,,"plant-based foods and beverages, plant-based foods, fruits and vegetables based foods",a,1,"Clover sprouts, radish sprouts.",green
7789053864,Standard chesapeake oysters,,"seafood, canned foods",a,1,"Shucked oysters, water.",green
7789054599,"Peppers & onions sliced, peppers & onions",,"plant-based foods and beverages, plant-based foods, fruits and vegetables based foods",a,1,"Green peppers, onions.",green
7789054922,Just picked and quickly frozen blackberries,,"plant-based foods and beverages, plant-based foods, fruits and vegetables based foods, fruits based foods",a,1,Blackberries.,green
7789054923,Blueberries,,"plant-based foods and beverages, plant-based foods, fruits and vegetables based foods, fruits based foods",a,1,Blueberries.,green
7789054936,Whole strawberries,,"plant-based foods and beverages, plant-based foods, fruits and vegetables based foods, fruits based foods",a,1,Strawberries.,green
7789055073,"Baby cut carrots, baby cut",,"plant-based foods and beverages, plant-based foods, fruits and vegetables based foods",a,1,Carrots.,green
7789055970,Caesar romaine,,"plant-based foods and beverages, plant-based foods, fruits and vegetables based foods",a,1,Romaine lettuce.,green
7789058664,Sugar snap peas,,"plant-based foods and beverages, plant-based foods, fruits and vegetables based foods, frozen foods, vegetables based foods, frozen plant-based foods, frozen vegetables",a,1,Sugar snap peas.,green
7789060680,"Soup vegetables minestrone, soup vegetables",,"plant-based foods and beverages, plant-based foods, fruits and vegetables based foods",a,1,"Green cabbage, carrot, celery, leeks, onions, white potatoes, zucchini, sodium ascorbate, ascorbic acid, citric acid.",green
7789064844,"Old fashioned oats, old fashioned",,"plant-based foods and beverages, plant-based foods, cereals and potatoes, cereals and their products",a,1,Whole grain rolled oats.,green
7789065429,Baby Spinach,,"plant-based foods and beverages, plant-based foods, fruits and vegetables based foods",a,1,Spinach.,green
7789065462,"Italian escarole, endive & radicchio blend, italian",,"plant-based foods and beverages, plant-based foods, fruits and vegetables based foods",a,1,"Escarole, endive, radicchio.",green
7789067590,Prepared horseradish,,"condiments, sauces, groceries",a,1,"Horseradish, vinegar.",green
7789070931,"Yellowfin, chunk light tuna in water",,"seafood, canned foods, fishes, fatty fishes, canned fishes, tunas, canned tunas",a,1,"Chunk light tuna (thunnus albacares), water.",green
7789073604,Skinless & boneless halibut,,"seafood, frozen foods, frozen seafood",a,1,Halibut (hippoglossus stenolepis).,green
7789074003,"Asian slaw shredded & sliced napa cabbage, carrots & celery",,"plant-based foods and beverages, plant-based foods, fruits and vegetables based foods",a,1,"Napa cabbage, carrots, celery.",green
7789074084,Organic baby spinach,,"plant-based foods and beverages, plant-based foods, fruits and vegetables based foods",a,1,Organic baby spinach.,green
7789078191,Just picked and quickly frozen santa fe blend,,"plant-based foods and beverages, plant-based foods, fruits and vegetables based foods, frozen foods, vegetables based foods, frozen plant-based foods, frozen vegetables",a,1,"Corn, black beans, green peppers, red peppers.",green
7789078212,"Red pepper, yellow peppers, green peppers & onions blend",,"plant-based foods and beverages, plant-based foods, fruits and vegetables based foods, frozen foods, vegetables based foods, frozen plant-based foods, frozen vegetables",a,1,"Red peppers, green peppers, yellow peppers, onion.",green
7789080159,"French style green beans, french style",,"plant-based foods and beverages, plant-based foods, fruits and vegetables based foods, frozen foods, vegetables based foods, frozen plant-based foods, frozen vegetables",a,1,Green beans.,green
7789081548,Garden salad,,"plant-based foods and beverages, plant-based foods, fruits and vegetables based foods",a,1,"Iceberg lettuce, red cabbage, shredded carrots.",green
7789083243,"Cabbage & carrots cole slaw, cabbage & carrots",,"plant-based foods and beverages, plant-based foods, fruits and vegetables based foods",a,1,"Cabbage, carrots.",green
7789083795,Sparkling water,,"beverages, waters",b,1,Carbonated water.,green
7789089936,Bean sprouts,,"plant-based foods and beverages, plant-based foods, fruits and vegetables based foods",a,1,Mung bean sprouts.,green
7789095277,Acorn squash,,"plant-based foods and beverages, plant-based foods, fruits and vegetables based foods",a,1,Acorn squash.,green
7789095846,Firm tofu,,"meats and their products, meats",a,1,"Water, organic soybeans, calcium sulfate, magnesium chloride.",green
7789099734,Baby zucchini squash,,"plant-based foods and beverages, plant-based foods, fruits and vegetables based foods",a,1,Zucchini.,green
78587,HyVee natural spring water,Hyvee,"beverages, waters, spring waters",a,1,,green
7874216903,Pinto Beans Dry,Member’s Mark,en:pinto-beans,a,1,Pinto Beans,green
7874237392,Hydrate Alkaline Water,Great value,"beverages and beverages preparations, beverages, waters",b,1,"Purified Water, Potassium Hydroxide, Calcium Chloride, Magnesium Chloride.",green
78832,Berry Medley,Marks & Spencer,"aliments et boissons à base de végétaux, aliments d'origine végétale, aliments à base de fruits et de légumes, fruits et produits dérivés, fruits, fruits rouges, mélanges de fruits",a,1,Raisins (55 %) • Fraises (22 %) - Framboises (10 %) • Mûres (9 %) - Myrtilles (4 %).,green
79952,Raw Almonds,Trader Joe's,"aliments et boissons à base de végétaux,aliments d'origine végétale,fruits à coques et dérivés,fruits à coques,amandes,amandes entières,amandes décortiqués crues,amandes non-salées",a,1,almonds,green
8003018916,Home style pasta,,"plant-based foods and beverages, plant-based foods, cereals and potatoes, cereals and their products, pastas",a,1,"Enriched durum flour (milled wheat, niacin, iron, thiamine mononitrate, riboflavin, folic acid), eggs, water.",green
8003018923,Fettuccine,,"plant-based foods and beverages, plant-based foods, cereals and potatoes, cereals and their products, pastas",a,1,"Enriched durum flour (milled wheat, niacin, iron, thiamine mononitrate, riboflavin, folic acid), eggs, water.",green
8003018930,"Home style pasta, linguine",,"plant-based foods and beverages, plant-based foods, cereals and potatoes, cereals and their products, pastas",a,1,"Enriched durum flour (milled wheat, niacin, iron, thiamine mononitrate, riboflavin, folic acid), eggs, water.",green
8005111004,Organic angel hair pasta,,"plant-based foods and beverages, plant-based foods, cereals and potatoes, cereals and their products, pastas",a,1,"Organic durum semolina flour, water, organic eggs, organic turmeric oil.",green
8033959440,Olio oliva,,"cibi e bevande a base vegetale, cibi a base vegetale, grassi, grassi vegetali, prodotti dell'ulivo, olio vegetale, olio di oliva",b,2,,green
80842,Broccoli Florets,Trader Joe's,en:frozen-vegetables,a,1,BROCCOLI FLORETS,green
8127000019,Extra virgin olive oil,Athena Imports,"plant-based foods and beverages, plant-based foods, fats, vegetable fats, olive tree products, vegetable oils, olive oils, extra-virgin olive oils, virgin olive oils",b,2,Extra virgin olive oil,green
8127000057,Extra Virgin Olive Oil,,"plant-based foods and beverages, plant-based foods, fats, vegetable fats, olive tree products, vegetable oils, olive oils, extra-virgin olive oils, virgin olive oils",b,2,extra virgin olive oil,green
